a_AssetID,Phase,i_Identifier,a_Title_Series,a_Title_Episode,a_Date,a_DateType,a_Description,i_Transfer Date,Transfer_Deck,i_TransferNotes,i_FormatPhysical,i_FormatMediaType,i_FormatGeneration,i_ChannelConfiguation,i_Speed,i_Duration,i_Location,i_Box,a_DigitalStorageLocation,a_DigitalStorageLocation copy,Size of AIP (in gb),QC & Caption Notes,a_Description_Type,QC Pass Date,i_Stock,i_Brand,i_CreatorID,i_Date,i_DateType,a_AssetType,i_ConditionNotes,a_Contributers,ia upload,youtube,not in filemaker,cannot be digitized,Rights,CaptionFile,Base,Institution,Collections,Collections 2,formula,Digitized,PsC - Original Tape ID,PsC - Original Label (if different),PsC - Original Date,PsC - Additional Notes on Metadata,On Hold Notes,Transfer Technician,a_Title_Spanish,a_Episode_Number,PcS - CUNY-TV Asset ID on Cassette,Extent
CTCN0106,Completed for Project,UMA00050,"Cinema Then, Cinema Now",Pepe Le Moko,1990-12-13,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Hanna Charney (Hunter College) and Jean Vallier (French Institute) to discuss the Julien Duvivier film, Pepe Le Moko (France, 1937). The film is reviewed as part of a series on French Films of the 1930s. Recorded on December 13th, 1990 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). 
",2021-04-06,U-Matic V245 (TBC 1),"Stereo. Adjusted luma to stay closer to broadcast range, but there is still some light clipping in the title and title sequence. The hue is slightly off inherently but I left as is as it appeared to be intentional. This tape was set to lower contrast than the others. Significant tape roll over the credits before the discussion. ",3/4 inch videotape: U-matic SP,,,,,33:23,BOX:UMAB000004 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,34.2,,,4/29/2021,,,,1990-12-12,,,,"Carlson, Jerry; Charney, Hanna; Vallier, Jean",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recDNJsIDCvJOOJbT,1,,,,,,,,,,1
CTCN0107,Completed for Project,UMA00077,"Cinema Then, Cinema Now",Killer Bait (Too Late for Tears),1991-05-13,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Janet Cutler (Montclair State University) and William Luhr (St. Peter's College) to discuss the Byron Haskin film, Too Late for Tears (USA, 1949). The film is reviewed as part of a series on Film Noir. Recorded on May 13th, 1991 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-03-22,U-Matic V245 (TBC 1),"Stereo. Set to programs, the bars were set to a nearly -30 IRE set up, so opening CUNY TV promo and bars will be clipped and dark. Not sure but this seems to have ""loss of color lock"" issues and may look better on a deck with a dub/subcarrier out (not of ours are working at the moment). ",3/4 inch videotape: U-matic SP,,,,,33:36,BOX:UMAB000005 LOC:Bonded Services  NOTE: At BONDED,,E/F00156,0,36.6,,,4/25/2021,,,,1991-05-12,,,,"Carlson, Jerry; Cutler, Janet; Luhr, William",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recmMbiiivEtSRjdg,1,,,,,,,,,,1
CTCN0108,Completed for Project,UMA00072,"Cinema Then, Cinema Now",House by the River,1991-05-14,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Joyce Rheuban (Laguardia Community College) to discuss the Fritz Lang film, House by the River (United States, 1950). The film is reviewed as part of a series on Film Noir. Recorded on May 14th, 1991 at the Borough of Manhattan Community College Media Center. 

This program was digitized as part of ""Uncovering CUNY'S Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-03-08,U-Matic V245 (TBC 1),"Stereo. All controls had to be adjusted wildly to meet the broadcast standard, particularly chroma/hue which was very off but ends up on the pink side of normal. This one should probably undergo some color correction before uploading. I also had to leave this one going so there is a lot of static/black at the end. ",3/4 inch videotape: U-matic SP,,,,,33:06,BOX:UMAB000005 LOC:Bonded Services  NOTE: At BONDED,,E/F00154,0,39.6,,,,,,,1991-05-13,,,,"Carlson, Jerry; Rheuban, Joyce",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recX2U2kCQUGLuiON,1,,,,,,,,,,1
CTCN0109,Completed for Project,UMA00073,"Cinema Then, Cinema Now",The Strange Love of Martha Ivers,1991-05-14,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Terrence Rafferty (The New Yorker) to discuss the Lewis Milestone film, The Strange Love of Martha Ivers (USA, 1946). The film is reviewed as part of a series on Film Noir. Recorded on May 14th, 1991 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-03-15,U-Matic V245 (TBC 1),"Stereo. The inherent setup is WAY high, I had to bring it down by 27 IRE. The bars/tone are a hot mess thanks to whoever mastered this tape, ignore them. The CUNY promo is totally clipped and crazy, but this is also the engineer's fault. The program looks fine but the QCTools report is gonna report some spikes. ",3/4 inch videotape: U-matic SP,,,,,33:09,BOX:UMAB000005 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,33.5,,,3/23/2021,,,,1991-05-13,,,,"Carlson, Jerry; Rafferty, Terrence",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recZcRK8QYBOmF9re,1,,,,,,,,,,1
CTCN0110,Completed for Project,UMA00069,"Cinema Then, Cinema Now",D.O.A.,1991-05-15,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Paul Arthur (Montclair State University) and Foster Hirsch (Brooklyn College) to discuss the Rudolph Maté film, D.O.A. (USA, 1950). The film is reviewed as part of a series on Film Noir. Recorded on May 15th, 1991 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-03-10,U-Matic V245 (TBC 1),"Stereo. Adjusted luma to fall within broadcast range. Light clipping in title and title sequence, but this seems to be less of an issues in the 1990s tapes. Some dropout observed. There may be a bonus take at the end, double check. ",3/4 inch videotape: U-matic SP,,,,,32:57,BOX:UMAB000005 LOC:Bonded Services  NOTE: At BONDED,,E/F00154,0,35.0,,,,,,,1991-05-14,,,,"Carlson, Jerry; Arthur, Paul; Hirsch, Foster",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recpdnMGENu8RACwq,1,,,,,,,,,,1
CTCN0111,Completed for Project,UMA00066,"Cinema Then, Cinema Now",The Hitch-Hiker,1991-05-15,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with George Custen (College of Staten Island) to discuss the Ida Lupino film, The Hitch-Hiker (USA, 1953). The film is reviewed as part of a series on Film Noir. Recorded on May 15th, 1991 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-03-15,U-Matic V245 (TBC 1),"Stereo. The phase seems pretty good. On this one, I accidentally recorded while I was adjusting the level, so you'll see an awkward rewind over the bars/tone but it isn't worth retransferring. Light clipping/crushing in titles and title sequence. George Custen died suddenly in 2003, sad :(. ",3/4 inch videotape: U-matic SP,,,,,32:46,BOX:UMAB000005 LOC:Bonded Services  NOTE: At BONDED,,E/F00156,0,34.5,,,4/25/2021,,,,1991-05-14,,,,"Carlson, Jerry; Custen, George",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recqfhAnTNs8ZWCHl,1,,,,,,,,,,1
CTCN0112,Completed for Project,UMA00074,"Cinema Then, Cinema Now","Rome, Open City",1991-05-13,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Vincent Rocchio (St. John's University) and Mirto Golo Stone (New York University) to discuss the Roberto Rossellini film, Rome, Open City (Italy, 1945). The film is reviewed as part of a series on Italian Cinema. Recorded on May 13th, 1991 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-03-08,U-Matic V245 (TBC 1),"Stereo. There were processing notes on the tape ""Setup is 30 IRE"" - had to take down black by almost 30 points. Did not mess with anything else though folks seem a little too pink, can't win on hue with these tapes. Light clipping/crushing in title and title sequence as usual. ",3/4 inch videotape: U-matic SP,,,,,33:44,BOX:UMAB000005 LOC:Bonded Services  NOTE: At BONDED,,E/F00154,0,32.1,,,3/15/2021,,,,1991-05-12,,,,"Carlson, Jerry; Stone, Mirto Golo; Rocchio, Vincent",checked,,,,,,,"""Cinema Then, Cinema Now""",,,receISq0X99yJiOUd,1,,,,,,,,,,1
CTCN0113,Completed for Project,UMA00071,"Cinema Then, Cinema Now",The Gospel According to St. Matthew,1991-05-29,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Maurizio Viano (Wellesley College) to discuss the Pier Paolo Pasolini film, The Gospel According to St. Matthew (Italy, 1964). The film is reviewed as part of a series on Italian Cinema. Recorded on May 29th, 1991 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-03-08,U-matic V241 (TBC 2),Stereo. Adjusted luma to stay closer to broadcast range. Light clipping in titles and title sequence. Is Jerry growing a mustache? ,3/4 inch videotape: U-matic SP,,,,,33:22,BOX:UMAB000005 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,35.2,Audio phase needs to be verified ,,,,,,1991-05-28,,,,"Carlson, Jerry; Viano, Maurizio",checked,,,,,,,"""Cinema Then, Cinema Now""",,,rec5ojXhukr0vLbrM,1,,,,,,,,,,1
CTCN0114,Completed for Project,UMA00064,"Cinema Then, Cinema Now",La Notte,1991-05-20,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Robert Haller (Anthology Film Archives) and Robert Kolker (University of Maryland) to discuss the Michelangelo Antonioni film, La Notte (Italy, 1961). The film is reviewed as part of a series on Italian Cinema. Recorded on May 20th, 1991 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-04-07,U-Matic V245 (TBC 1),"Stereo. Set to program, bars are set too hot. Still, there may be some light clipping/crushing in the title and title sequence. Lots of tape damage over the bars/tones, seems to be inherent. ",3/4 inch videotape: U-matic SP,,,,,33:12,BOX:UMAB000004 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,34.4,,,4/29/2021,,,,1991-05-19,,,,"Carlson, Jerry; Haller, Robert; Kolker, Robert",checked,,,,,,,"""Cinema Then, Cinema Now""",,,rec1Bwyq36HdLMLGM,1,,,,,,,,,,1
CTCN0115,Completed for Project,UMA00136,"Cinema Then, Cinema Now",Eclipse,1991-01-01,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Karen Jaehne (Cineaste) and Dennis Denitto (City College of New York) to discuss the Michelangelo Antonioni film, Eclipse (Italy, 1962). The film is reviewed as part of a series on Italian Cinema. Recorded on an unknown date in 1991 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-03-22,U-Matic V245 (TBC 1),"Stereo. Adjusted luma to stay within broadcast range, but I also messed with chroma/hue to get jerry a little closer to his usual hue. ",3/4 inch videotape: U-matic SP,,,,,33:38,BOX:UMAB000009 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,33.3,,,3/23/2021,,,,1990-12-31,,,,"Carlson, Jerry; Jaehne, Karen; Denitto, Dennis",checked,,,,,,,"""Cinema Then, Cinema Now""",,,reciMDvezZHObF3Q0,1,,,,,,,,,,1
CTCN0116,Completed for Project,UMA00068,"Cinema Then, Cinema Now",Blow Up,1991-05-21,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Kathleen Vernon (SUNY Stonybrook) and Ilan Stavans (Baruch College) to discuss the Michelangelo Antonioni film, Blow Up (Italy, 1966). The film is reviewed as part of a series on Italian cinema. Recorded on May 21st, 1991 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-03-15,U-Matic V245 (TBC 1),"Stereo. Adjusted luma to stay closer to broadcast range. Light clipping/crushing in titles and title sequence. The hue of most of these tapes is a little ""off"" but seems intentional. When I tried to adjust it to fit the vectorscope Jerry is mad orange. Verbon's shirt is out of brange so you'll get a big spike in the QCtools report, but it isn't clipping. ",3/4 inch videotape: U-matic SP,,,,,33:12,BOX:UMAB000005 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,34.7,"Large parts of Vernon's clothing out of broadcast range, but not distracting.",,3/23/2021,,,,1991-05-20,,,,"Carlson, Jerry; Vernon, Kathleen; Stavans, Ilan",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recluL5OqOYJuMkkT,1,,,,,,,,,,1
CTCN0117,Completed for Project,UMA00070,"Cinema Then, Cinema Now",Fire Over England,1991-12-10,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Stephen Stearns (College of Staten Island) to discuss the William K. Howard film, Fire Over England (United Kingdom, 1937). The film is reviewed as part of the series, Visions of English Society. Recorded on December 10th, 1991 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). 
",2021-03-08,U-Matic V245 (TBC 1),"Stereo. Adjusted luma slightly to meet broadcast range. Hue/Choma are off, but I didn't touch it as this seems intentional given Jerry is a human color. Light clipping/crushing in titles and title sequence as expected. ",3/4 inch videotape: U-matic SP,,,,,33:52,BOX:UMAB000005 LOC:Bonded Services  NOTE: At BONDED,,E/F00154,0,37.2,,,4/25/2021,,,,1991-12-09,,,,"Carlson, Jerry; Stearns, Stephen",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recAATWL5bJyiVMIs,1,,,,,,,,,,1
CTCN0118,Completed for Project,UMA00076,"Cinema Then, Cinema Now",The Stars Look Down,1991-12-10,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Leonard Quart (College of Staten Island) and film theorist Peter Wollen (Author, Signs and Meaning in the Cinema) to discuss the Carol Reed film, The Stars Look Down (United Kingdom, 1940). The film is reviewed as part of a series titled Visions of English Society. Recorded on December 10th, 1991 at the Borough of Manhattan Community College Media Center. 

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-03-22,U-Matic V245 (TBC 1),totally forgot to take notes!,3/4 inch videotape: U-matic SP,,,,,32:47,BOX:UMAB000005 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,33.9,,,3/23/2021,,,,1991-12-09,,,,"Carlson, Jerry; Quart, Leonard; Wollen, Peter",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recSlxa1XR42UxDF6,1,,,,,,,,,,1
CTCN0119,Completed for Project,UMA00063,"Cinema Then, Cinema Now",Non-Stop New York,1991-12-11,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Robert Lyons to discuss the Robert Stevenson film, Non-Stop New York (United Kingdom, 1937). The film is reviewed as part of a series titled Visions of English Society. Recorded on December 11th, 1991 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-04-06,U-Matic V245 (TBC 1),"Stereo. Adjusted luma to get closer to broadcast range, but there is still some light clipping/crushing in the titles and title sequence. The hue is off but left as is from the original, seems intentional. A touch out of phase. ",3/4 inch videotape: U-matic SP,,,,,35:42,BOX:UMAB000004 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,35.7,,,5/4/2021,,,,1991-12-10,,,,"Carlson, Jerry; Lyons, Robert",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recCH7juBQmBKrO71,1,,,,,,,,,,1
CTCN0120,Completed for Project,UMA00075,"Cinema Then, Cinema Now",Things To Come,1991-12-11,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with film critic Richard Porton to discuss the William Cameron Menzies film, Things to Come (United Kingdom, 1936), written by H.G. Wells. The film is reviewed as part of a series titled Visions of English Society. Recorded on December 11th, 1991 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-03-15,U-Matic V245 (TBC 1),High moiré effect in Jerry's outfit,3/4 inch videotape: U-matic SP,,,,,33:17,BOX:UMAB000005 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,37.4,,,3/23/2021,,,,1991-12-10,,,,"Carlson, Jerry; Porton, Richard",checked,,,,,,,"""Cinema Then, Cinema Now""",,,reccu6yOKdRLbfxQF,1,,,,,,,,,,1
